loan_amount,loan_term,interest_rate,annual_income,debt_to_income_ratio,credit_score,employment_length,num_credit_lines,num_derogatory_marks,home_ownership,loan_purpose,verification_status,default
13928.28,60,8.91,127573.84,52.28,444,7.2,13,3,MORTGAGE,other,Source Verified,1
59936.61,36,10.5,153007.48,0.93,573,4.6,1,4,MORTGAGE,debt_consolidation,Source Verified,0
8414.52,12,17.96,25250.58,26.14,530,26.6,7,1,MORTGAGE,home_improvement,Source Verified,0
49231.81,36,22.75,117422.88,13.46,728,8.2,7,1,MORTGAGE,home_improvement,Not Verified,0
56551.24,12,7.39,29523.34,23.32,704,4.2,10,0,MORTGAGE,debt_consolidation,Source Verified,0
32221.42,48,12.94,146205.96,24.96,616,3.6,6,0,MORTGAGE,debt_consolidation,Not Verified,0
61129.16,36,29.22,30031.04,44.8,752,21.0,20,0,MORTGAGE,home_improvement,Not Verified,0
7897.52,48,11.56,184111.01,5.63,609,0.2,12,0,MORTGAGE,debt_consolidation,Verified,0
8548.08,48,12.83,146374.86,30.76,830,14.1,13,1,MORTGAGE,home_improvement,Verified,0
83147.05,24,25.91,111330.16,33.85,419,3.6,24,0,RENT,home_improvement,Source Verified,1
39218.11,12,6.26,99470.71,29.65,693,25.5,28,3,RENT,home_improvement,Verified,0
17070.75,60,16.62,43521.07,43.91,503,28.8,11,0,MORTGAGE,debt_consolidation,Source Verified,0
54613.11,12,14.49,72379.89,23.03,453,28.8,18,0,RENT,home_improvement,Verified,0
78149.39,60,12.91,176412.64,56.7,399,13.3,2,2,MORTGAGE,debt_consolidation,Source Verified,0
25503.0,12,12.14,182801.51,28.91,604,19.3,16,1,OWN,other,Verified,0
64174.6,48,7.28,20134.59,34.27,419,18.0,2,0,RENT,debt_consolidation,Verified,1
13108.01,36,12.87,126944.55,49.53,410,10.5,19,1,MORTGAGE,other,Verified,0
9909.76,36,6.08,149474.11,16.51,845,13.3,6,0,MORTGAGE,car,Not Verified,0
55478.69,24,24.52,131374.46,4.51,741,1.9,1,4,RENT,car,Source Verified,0
56360.34,60,14.96,34702.36,42.47,712,23.9,11,1,RENT,debt_consolidation,Not Verified,0
65555.84,60,16.1,59190.48,28.98,737,7.2,18,0,RENT,debt_consolidation,Not Verified,0
73978.68,60,27.34,65061.25,53.79,833,13.8,10,1,MORTGAGE,debt_consolidation,Not Verified,0
97705.95,48,21.45,169710.43,58.96,615,14.4,18,3,RENT,debt_consolidation,Source Verified,0
54048.53,60,5.2,103375.9,23.95,421,16.8,30,1,MORTGAGE,other,Not Verified,0
35680.86,36,28.58,107629.08,24.93,774,24.5,28,3,MORTGAGE,debt_consolidation,Verified,0
80542.69,48,10.93,188280.75,24.48,709,20.8,1,0,MORTGAGE,other,Verified,0
30729.06,12,7.69,134675.46,19.47,528,19.9,19,3,OWN,car,Not Verified,0
46702.28,60,24.2,181760.19,46.9,560,15.8,16,2,OWN,debt_consolidation,Verified,0
12453.36,60,17.51,102171.59,45.54,526,2.9,26,2,RENT,home_improvement,Not Verified,0
7408.32,12,15.84,46898.53,28.72,811,12.1,7,0,RENT,debt_consolidation,Source Verified,0
96451.6,60,11.24,187388.41,2.68,489,28.7,15,3,OWN,debt_consolidation,Source Verified,0
84418.11,12,18.69,102566.92,18.57,830,29.9,29,1,MORTGAGE,debt_consolidation,Verified,0
71117.55,48,11.86,52693.66,17.54,801,21.9,1,3,RENT,other,Not Verified,0
43850.53,36,27.54,74431.23,48.67,647,6.8,23,0,RENT,home_improvement,Source Verified,0
21462.96,12,10.38,29144.47,5.25,619,3.1,21,0,RENT,home_improvement,Not Verified,0
19861.52,24,27.11,104294.11,48.34,504,12.4,9,0,MORTGAGE,debt_consolidation,Source Verified,0
28773.08,12,18.99,173563.07,40.15,310,25.7,2,1,RENT,home_improvement,Verified,0
57176.53,60,25.71,188044.48,43.95,370,21.7,17,1,RENT,debt_consolidation,Verified,1
72886.61,48,22.82,187868.4,25.93,715,26.5,25,1,RENT,debt_consolidation,Verified,0
67718.75,48,22.42,42541.4,40.78,559,18.5,24,1,MORTGAGE,debt_consolidation,Verified,1
31593.72,12,13.11,88769.7,36.54,382,3.9,10,3,MORTGAGE,debt_consolidation,Verified,0
95712.2,36,10.85,25081.18,46.14,445,3.4,6,0,RENT,home_improvement,Verified,1
75100.21,24,10.27,173929.76,26.81,821,1.4,5,0,RENT,debt_consolidation,Not Verified,0
57663.63,48,26.43,84576.04,28.37,502,17.0,8,3,RENT,other,Source Verified,1
63113.47,60,25.51,133601.07,38.61,799,7.3,8,1,MORTGAGE,debt_consolidation,Verified,0
44862.01,60,16.01,148681.72,6.48,468,22.0,30,1,RENT,home_improvement,Source Verified,0
28534.44,36,8.31,97372.04,26.17,599,20.6,5,1,MORTGAGE,debt_consolidation,Source Verified,0
38817.4,48,14.56,75159.62,58.32,311,9.5,12,1,OWN,debt_consolidation,Source Verified,1
76995.38,12,20.48,193198.32,2.25,587,5.3,7,0,OWN,other,Source Verified,0
6367.38,60,16.36,193607.88,18.96,650,3.1,13,1,OWN,car,Source Verified,0
16026.9,36,24.5,72098.55,18.85,429,22.1,13,9,MORTGAGE,home_improvement,Verified,1
9370.25,48,29.94,106332.52,38.01,618,13.5,17,1,MORTGAGE,other,Source Verified,0
8869.24,48,9.78,195111.95,6.35,656,9.7,4,0,MORTGAGE,car,Verified,0
86268.76,48,16.49,20876.31,37.71,678,25.7,18,2,RENT,home_improvement,Source Verified,1
71847.5,48,15.77,94282.08,5.7,727,17.8,10,0,RENT,car,Not Verified,0
50046.51,48,12.61,38082.36,5.7,471,15.5,3,0,MORTGAGE,debt_consolidation,Source Verified,0
14294.25,60,9.95,111648.43,43.69,612,22.3,12,3,RENT,home_improvement,Not Verified,0
51703.51,36,6.64,24440.59,19.45,840,24.5,1,0,MORTGAGE,car,Not Verified,0
49979.82,48,27.18,93241.72,58.65,794,20.6,27,4,RENT,debt_consolidation,Verified,1
21454.18,24,15.5,59725.83,2.24,824,13.2,11,0,OWN,other,Not Verified,0
46215.91,24,17.42,115995.51,26.71,512,11.4,18,2,OWN,debt_consolidation,Verified,0
42857.95,36,27.92,199278.86,6.79,733,23.1,13,1,MORTGAGE,other,Not Verified,0
63505.76,12,24.41,164096.5,21.08,641,15.5,17,0,RENT,debt_consolidation,Verified,0
65333.9,12,8.26,172215.58,59.89,346,21.1,8,1,MORTGAGE,debt_consolidation,Verified,0
9303.88,12,19.14,134347.7,53.33,753,26.7,20,5,RENT,debt_consolidation,Source Verified,0
40588.2,24,16.06,27480.77,2.9,672,27.5,19,2,MORTGAGE,other,Not Verified,0
64456.69,12,24.93,57223.58,33.8,409,8.3,17,1,RENT,debt_consolidation,Verified,1
52797.94,60,23.11,186511.62,38.87,344,5.6,2,8,OWN,home_improvement,Not Verified,1
86366.53,48,22.26,85900.36,12.57,760,7.8,3,0,MORTGAGE,home_improvement,Not Verified,0
67575.9,24,13.51,38654.61,8.71,343,22.5,3,0,RENT,debt_consolidation,Verified,1
20478.77,36,25.12,146432.97,54.26,350,11.1,6,0,MORTGAGE,other,Source Verified,0
11704.03,36,6.31,73902.39,58.13,535,5.2,10,2,MORTGAGE,debt_consolidation,Source Verified,0
66029.83,48,8.99,68394.24,59.51,374,3.0,24,3,RENT,home_improvement,Verified,1
7518.57,24,13.39,199635.94,47.39,803,9.8,22,1,MORTGAGE,home_improvement,Not Verified,0
60648.68,12,6.92,174465.01,39.81,559,4.1,18,4,MORTGAGE,debt_consolidation,Not Verified,0
94321.87,12,10.87,93428.81,20.74,613,4.7,18,1,RENT,debt_consolidation,Not Verified,0
59670.05,60,25.75,196447.02,10.28,810,20.5,14,0,MORTGAGE,car,Not Verified,0
41876.14,60,28.71,137020.38,4.74,592,0.6,16,0,MORTGAGE,other,Verified,0
66112.38,12,12.62,153564.04,41.6,494,3.5,7,4,RENT,debt_consolidation,Verified,0
48534.02,36,11.61,25672.35,47.08,738,25.3,1,0,RENT,debt_consolidation,Not Verified,0
56833.59,36,12.0,41888.95,49.59,544,25.3,17,1,OWN,other,Not Verified,0
94439.16,60,11.94,133955.32,54.83,475,9.9,23,0,MORTGAGE,debt_consolidation,Verified,0
41679.75,48,5.9,181824.32,52.8,698,2.6,25,0,MORTGAGE,home_improvement,Source Verified,0
96313.1,12,28.17,132273.87,59.98,741,21.1,5,1,MORTGAGE,home_improvement,Not Verified,0
91008.31,60,10.34,44124.48,14.64,735,10.8,27,0,RENT,debt_consolidation,Verified,0
23600.16,60,15.5,40836.81,45.8,838,1.4,1,4,RENT,home_improvement,Verified,0
11589.32,12,5.24,171953.46,35.19,733,4.7,21,0,MORTGAGE,other,Source Verified,0
14573.91,12,26.45,45074.42,15.67,723,4.1,27,1,RENT,home_improvement,Not Verified,0
6731.07,36,23.28,113641.75,58.91,772,17.7,17,2,MORTGAGE,car,Not Verified,0
13972.08,48,28.67,26680.4,53.87,300,26.9,10,1,MORTGAGE,home_improvement,Not Verified,1
69885.64,48,24.54,34520.56,7.71,499,23.8,12,4,OWN,home_improvement,Verified,1
11762.92,12,12.84,141022.69,1.57,706,16.4,25,0,RENT,debt_consolidation,Source Verified,0
35302.68,24,11.2,144052.65,41.3,630,12.7,20,0,RENT,car,Verified,0
85263.15,60,22.44,81464.49,36.25,398,18.6,25,0,MORTGAGE,debt_consolidation,Not Verified,1
7210.83,60,14.1,58809.76,56.15,467,13.3,2,3,MORTGAGE,debt_consolidation,Source Verified,0
82374.51,12,19.16,166467.85,14.04,485,7.4,23,6,MORTGAGE,other,Source Verified,1
31776.2,24,5.16,59078.58,5.06,612,20.4,16,0,RENT,car,Not Verified,0
16225.66,36,6.55,117564.87,15.55,757,26.2,15,1,RENT,other,Verified,0
71190.03,12,18.38,194277.59,1.14,813,11.2,28,0,MORTGAGE,debt_consolidation,Not Verified,0
64749.57,12,19.15,46613.44,2.15,713,25.2,13,0,RENT,car,Source Verified,0
88359.84,60,23.79,189357.73,54.89,764,12.9,18,1,MORTGAGE,home_improvement,Verified,0
74831.75,12,8.3,52920.75,21.12,559,12.0,28,0,RENT,other,Verified,0
81330.69,12,17.83,122139.78,24.65,514,0.8,20,1,OWN,other,Not Verified,0
31793.28,12,9.86,87861.39,1.1,516,20.9,22,1,RENT,other,Not Verified,0
21856.76,60,7.33,193687.15,16.23,639,24.2,14,2,RENT,other,Verified,0
76308.4,36,15.26,69237.57,48.28,368,19.9,18,1,MORTGAGE,debt_consolidation,Verified,1
81649.3,36,9.08,91938.44,36.93,619,4.5,2,1,RENT,car,Not Verified,0
99097.99,12,10.54,196914.82,45.23,666,3.1,2,1,MORTGAGE,debt_consolidation,Verified,0
44198.68,60,12.94,116564.67,26.83,541,17.2,3,0,MORTGAGE,car,Source Verified,0
40341.72,36,11.48,110473.42,18.58,824,12.0,5,2,RENT,other,Source Verified,0
78759.23,36,7.19,66400.13,28.97,635,12.9,25,0,RENT,debt_consolidation,Not Verified,0
37376.34,36,7.25,146245.44,19.38,421,29.0,16,0,MORTGAGE,home_improvement,Source Verified,0
93421.95,60,9.83,22587.13,50.34,564,21.7,22,1,OWN,car,Source Verified,1
86549.21,60,6.26,28912.27,17.86,671,12.4,15,3,MORTGAGE,debt_consolidation,Not Verified,1
45754.43,12,20.66,127884.55,39.59,478,0.6,12,0,MORTGAGE,debt_consolidation,Verified,0
76332.75,48,12.18,81501.42,8.22,344,1.0,30,0,OWN,debt_consolidation,Verified,0
76681.57,36,11.99,191596.95,41.21,621,20.5,9,0,MORTGAGE,debt_consolidation,Verified,0
14796.77,48,13.3,182574.32,54.8,821,25.1,26,0,RENT,home_improvement,Not Verified,0
90742.53,60,21.57,148467.13,36.51,567,21.2,14,1,OWN,home_improvement,Not Verified,0
52998.98,60,26.77,167266.2,33.59,798,12.2,29,0,MORTGAGE,debt_consolidation,Verified,0
83513.46,60,23.98,140119.73,57.67,759,0.9,21,2,OWN,other,Not Verified,0
35404.71,48,23.19,42604.78,37.64,381,29.0,16,2,MORTGAGE,home_improvement,Source Verified,1
90074.71,60,17.11,157797.81,15.57,689,29.6,11,1,MORTGAGE,home_improvement,Not Verified,0
41974.16,12,22.35,57834.55,17.54,540,16.5,6,1,RENT,debt_consolidation,Verified,0
6029.58,60,18.82,78219.71,42.32,438,2.1,10,0,RENT,home_improvement,Not Verified,0
91011.29,24,10.41,167462.16,44.13,678,16.2,28,0,OWN,debt_consolidation,Source Verified,0
13672.23,48,10.21,116574.61,18.21,708,26.8,8,1,OWN,car,Verified,0
35334.8,24,12.41,174789.33,20.72,399,20.4,16,0,OWN,home_improvement,Not Verified,0
95255.89,60,27.77,58346.36,59.46,803,21.6,3,1,MORTGAGE,debt_consolidation,Verified,0
95307.68,12,18.69,129400.12,6.12,713,2.5,2,0,MORTGAGE,other,Source Verified,0
59476.6,36,23.35,35082.38,24.28,813,3.2,16,0,MORTGAGE,home_improvement,Not Verified,0
65024.54,60,13.66,135750.98,3.75,474,3.8,19,0,RENT,debt_consolidation,Source Verified,0
47602.32,12,15.19,157256.13,49.26,817,27.1,30,0,MORTGAGE,other,Verified,0
32855.02,48,8.14,125287.56,5.54,503,15.8,9,4,RENT,debt_consolidation,Not Verified,0
36223.13,24,9.28,67921.67,40.44,330,23.7,16,0,RENT,car,Verified,1
68889.25,24,25.68,25641.68,3.39,720,3.5,22,3,RENT,home_improvement,Source Verified,1
76475.58,24,19.62,41500.8,40.37,687,27.8,26,1,OWN,debt_consolidation,Not Verified,0
80200.01,48,13.44,132014.54,50.58,629,24.6,28,3,MORTGAGE,other,Not Verified,0
80013.72,12,25.07,188195.64,23.93,569,6.7,4,1,MORTGAGE,home_improvement,Source Verified,0
13664.58,48,11.16,57176.19,31.33,318,26.2,10,4,MORTGAGE,debt_consolidation,Verified,0
51969.93,24,29.4,152304.71,24.09,644,7.9,19,0,MORTGAGE,other,Not Verified,0
10468.08,60,13.62,175961.19,18.03,529,6.2,13,1,MORTGAGE,home_improvement,Verified,0
57205.24,36,13.43,113758.79,48.2,608,7.9,18,0,OWN,car,Verified,0
46945.4,48,12.8,140467.84,16.32,536,27.3,15,0,RENT,car,Not Verified,0
89331.9,48,8.05,166702.76,43.38,831,27.5,30,1,MORTGAGE,debt_consolidation,Source Verified,0
38336.93,12,7.78,66921.53,12.37,632,9.9,4,1,OWN,debt_consolidation,Verified,0
16121.37,12,21.2,73441.22,14.99,712,21.2,9,0,MORTGAGE,debt_consolidation,Source Verified,0
18584.21,48,26.88,20112.95,20.19,815,20.3,4,0,RENT,other,Verified,0
77343.51,24,24.76,193356.94,35.35,625,24.2,29,1,RENT,debt_consolidation,Verified,0
63730.72,36,8.53,185158.08,27.27,307,8.9,16,1,RENT,debt_consolidation,Verified,0
14606.65,12,18.64,157622.29,44.71,319,15.3,28,0,MORTGAGE,debt_consolidation,Not Verified,1
12990.15,24,7.64,34233.68,12.81,686,20.0,21,4,RENT,debt_consolidation,Not Verified,0
71592.07,60,6.13,100550.52,0.64,453,0.8,15,5,MORTGAGE,home_improvement,Source Verified,0
11912.49,12,21.41,38340.52,46.59,619,11.3,24,3,RENT,other,Verified,1
83076.71,24,18.38,22865.65,49.3,411,20.9,2,3,MORTGAGE,debt_consolidation,Not Verified,1
72093.01,24,7.05,130912.93,3.57,449,7.6,28,0,OWN,debt_consolidation,Source Verified,0
12728.13,36,5.87,192949.3,36.65,578,28.7,27,8,OWN,car,Source Verified,0
13059.58,36,29.74,182516.24,22.69,837,0.9,14,0,OWN,debt_consolidation,Not Verified,0
98730.76,60,5.75,145415.87,47.63,639,28.7,3,0,RENT,other,Source Verified,0
40555.73,24,16.11,37395.31,52.46,815,6.5,22,2,RENT,home_improvement,Source Verified,0
40211.0,24,17.62,69349.53,51.06,828,1.5,28,0,MORTGAGE,debt_consolidation,Not Verified,0
82215.96,36,7.93,77610.21,46.63,414,8.8,23,1,RENT,other,Source Verified,1
94988.61,12,9.23,157367.01,16.14,471,23.6,4,0,OWN,debt_consolidation,Source Verified,0
98670.1,12,13.8,164404.85,48.71,723,22.6,30,1,OWN,debt_consolidation,Source Verified,0
76570.93,48,24.04,89319.1,32.01,777,6.3,1,1,OWN,debt_consolidation,Verified,0
40744.66,36,17.68,95219.12,3.17,586,5.9,23,0,RENT,other,Not Verified,0
12932.57,48,20.95,28011.63,27.42,846,19.3,28,0,OWN,car,Not Verified,0
78828.96,36,29.63,72044.61,56.53,306,13.7,9,1,RENT,debt_consolidation,Verified,1
58048.4,60,24.2,101231.33,53.27,465,23.8,17,1,RENT,car,Verified,0
45301.09,24,15.86,41056.95,6.14,643,0.7,14,0,MORTGAGE,home_improvement,Not Verified,0
91103.67,60,16.16,101588.14,44.65,558,18.3,17,4,MORTGAGE,debt_consolidation,Source Verified,1
15563.76,36,20.47,173571.65,48.35,364,21.9,1,0,RENT,car,Verified,0
51799.38,24,21.63,124637.78,16.28,502,29.8,10,3,RENT,car,Verified,0
6078.6,12,17.52,34207.37,28.3,314,20.4,23,0,RENT,home_improvement,Source Verified,0
49522.76,12,21.12,54500.84,42.66,654,7.0,16,0,OWN,debt_consolidation,Verified,0
10348.81,48,5.59,105417.98,26.34,791,3.2,27,0,OWN,debt_consolidation,Verified,0
16287.7,36,15.74,85067.69,6.77,787,19.2,25,0,MORTGAGE,car,Not Verified,0
16164.99,36,11.97,84570.86,42.35,685,15.7,19,0,RENT,car,Not Verified,0
66674.98,12,8.23,115268.14,54.7,556,27.0,24,0,MORTGAGE,home_improvement,Verified,0
75874.26,60,7.49,125191.27,39.15,582,21.8,25,0,RENT,car,Verified,0
60420.03,24,20.08,163435.08,46.43,375,15.3,3,0,MORTGAGE,car,Source Verified,0
96406.39,60,18.09,81373.98,21.5,488,12.1,28,1,MORTGAGE,other,Verified,1
40612.71,60,11.34,164983.93,10.99,403,12.1,12,5,RENT,debt_consolidation,Source Verified,0
32142.65,12,16.77,80950.02,38.57,752,6.8,3,0,RENT,debt_consolidation,Verified,0
87516.92,12,17.31,29977.94,19.67,803,0.5,15,2,MORTGAGE,home_improvement,Verified,0
26241.6,12,9.88,119753.78,51.6,595,17.2,17,2,MORTGAGE,debt_consolidation,Source Verified,0
96506.14,48,21.3,125822.42,7.36,700,6.4,18,1,RENT,car,Not Verified,0
6154.68,60,24.52,188217.24,26.01,367,6.2,7,3,OWN,other,Verified,0
97138.49,36,24.79,150691.04,23.8,635,3.8,19,6,RENT,debt_consolidation,Verified,0
9100.19,24,20.06,185199.08,56.28,687,5.7,7,0,RENT,other,Verified,0
89658.6,48,17.79,183502.5,9.19,549,1.0,5,1,MORTGAGE,home_improvement,Source Verified,0
55131.61,36,6.53,128823.34,0.59,434,20.2,26,1,MORTGAGE,home_improvement,Not Verified,0
99331.66,60,12.2,114997.17,14.29,783,12.0,8,0,OWN,home_improvement,Source Verified,0
12010.67,12,7.33,120339.37,49.22,709,16.8,21,0,RENT,debt_consolidation,Not Verified,0
57616.16,60,29.1,196099.55,12.56,795,19.1,16,4,OWN,debt_consolidation,Verified,0
97083.74,24,8.38,159170.18,14.45,750,29.2,16,2,MORTGAGE,home_improvement,Not Verified,0
54694.3,48,8.79,39127.86,7.79,845,2.0,19,0,MORTGAGE,other,Verified,0
64792.87,48,27.24,160117.11,42.93,406,12.5,25,0,OWN,home_improvement,Verified,0
71096.13,24,28.6,50696.85,4.15,348,7.4,15,4,RENT,debt_consolidation,Verified,1
48181.4,36,24.15,100523.1,19.87,485,14.3,7,0,MORTGAGE,debt_consolidation,Verified,0
64618.02,36,5.14,57882.74,16.95,371,27.6,5,1,OWN,other,Source Verified,0
60509.86,48,5.03,144124.95,33.31,588,21.7,23,0,RENT,home_improvement,Source Verified,0
90610.01,48,14.45,177915.75,43.82,648,19.9,11,0,RENT,other,Not Verified,0
9317.41,12,8.58,72265.14,31.97,618,13.2,10,0,OWN,home_improvement,Verified,0
31691.5,36,5.46,34761.93,55.86,443,20.1,25,0,OWN,home_improvement,Source Verified,0
95289.09,24,16.6,73728.76,57.09,800,1.0,21,0,MORTGAGE,car,Verified,0
89575.06,36,28.58,141025.13,21.69,312,17.6,23,1,MORTGAGE,debt_consolidation,Source Verified,0
48287.39,12,13.1,79176.82,46.66,491,16.6,27,1,RENT,home_improvement,Verified,1
63912.6,48,21.53,70060.19,44.33,695,10.4,9,0,RENT,home_improvement,Verified,1
31351.21,48,21.31,53198.33,53.58,722,6.0,1,2,MORTGAGE,home_improvement,Source Verified,0
22871.51,12,11.28,109552.96,26.88,529,24.2,20,1,RENT,car,Not Verified,0
49051.35,24,21.26,69670.79,31.83,309,1.6,1,0,RENT,debt_consolidation,Source Verified,1
38568.46,48,10.31,151581.86,24.95,640,2.1,8,0,OWN,home_improvement,Verified,0
60447.33,60,8.05,33792.03,51.02,335,13.2,3,0,MORTGAGE,debt_consolidation,Verified,1
12384.79,48,22.53,139525.95,13.78,359,7.6,2,6,RENT,debt_consolidation,Verified,1
97567.51,60,7.84,62760.8,14.38,658,22.4,30,1,OWN,home_improvement,Source Verified,0
98690.02,12,29.92,108070.27,22.36,472,19.0,4,0,RENT,debt_consolidation,Source Verified,0
71325.36,12,9.59,71496.19,13.82,491,23.2,27,2,OWN,home_improvement,Verified,0
55929.15,48,19.85,150098.36,33.66,568,9.7,19,0,MORTGAGE,debt_consolidation,Source Verified,0
34405.12,36,15.28,190155.27,8.07,838,22.2,11,0,MORTGAGE,debt_consolidation,Source Verified,0
82310.53,60,8.16,185073.82,19.21,831,25.9,5,1,RENT,debt_consolidation,Source Verified,0
70049.46,24,5.7,125016.72,54.81,529,10.4,29,2,RENT,debt_consolidation,Verified,1
20448.61,48,20.57,103269.85,24.55,446,10.2,24,0,MORTGAGE,car,Source Verified,0
91538.08,24,25.17,167294.09,44.89,466,27.0,10,3,RENT,home_improvement,Verified,1
83141.04,48,26.05,142998.75,6.81,448,1.5,24,0,MORTGAGE,other,Not Verified,0
95230.99,36,17.07,53041.54,14.85,593,10.5,27,0,RENT,debt_consolidation,Not Verified,0
73943.35,36,24.44,167765.46,48.44,634,3.6,23,10,RENT,car,Verified,1
63274.44,36,21.82,97199.19,45.78,569,0.9,8,1,MORTGAGE,home_improvement,Verified,1
44733.09,36,23.11,54017.42,23.17,524,3.4,13,2,RENT,debt_consolidation,Verified,1
93609.21,12,17.31,70723.52,57.26,416,12.9,29,2,RENT,car,Source Verified,1
87276.07,12,20.84,68154.87,54.64,565,20.6,5,4,MORTGAGE,car,Not Verified,0
9295.77,60,25.14,113457.26,57.74,488,8.7,26,0,MORTGAGE,home_improvement,Verified,1
7504.86,24,14.95,62186.62,25.67,598,25.5,26,0,MORTGAGE,home_improvement,Not Verified,0
40764.02,48,25.15,42241.97,11.85,671,13.1,27,2,MORTGAGE,debt_consolidation,Source Verified,0
82002.57,48,19.8,42264.35,37.6,648,29.0,12,1,RENT,debt_consolidation,Not Verified,1
98791.23,12,9.15,124989.72,41.09,554,28.6,27,1,RENT,home_improvement,Not Verified,0
19289.6,48,5.62,152256.67,7.53,606,23.2,13,0,RENT,other,Not Verified,0
61442.42,12,14.07,77875.94,47.19,457,28.0,22,0,MORTGAGE,debt_consolidation,Source Verified,0
41184.63,60,18.67,26237.13,1.08,313,21.2,8,1,RENT,debt_consolidation,Not Verified,0
97141.87,24,26.0,42900.48,28.96,644,26.9,15,0,OWN,home_improvement,Verified,0
85001.3,60,8.19,184645.02,19.86,439,7.1,13,0,MORTGAGE,car,Not Verified,0
84641.23,36,25.01,108837.86,44.42,668,10.4,1,0,RENT,car,Source Verified,0
49525.85,36,26.58,101643.11,18.77,711,22.6,22,0,RENT,debt_consolidation,Source Verified,0
44407.85,36,8.77,26848.85,49.61,804,12.7,6,2,RENT,home_improvement,Not Verified,0
30973.67,60,26.29,151154.66,35.7,827,25.1,11,2,RENT,home_improvement,Not Verified,0
10355.67,48,29.79,115052.25,47.63,306,26.3,13,0,RENT,home_improvement,Not Verified,1
87148.63,24,23.17,56374.57,59.36,845,9.0,21,0,OWN,home_improvement,Verified,1
82225.6,36,24.62,39813.28,40.75,676,24.7,20,1,OWN,car,Not Verified,0
99973.18,36,29.86,89009.82,59.1,654,4.6,1,0,RENT,car,Not Verified,1
99680.5,36,20.14,170689.15,1.73,308,10.0,11,2,RENT,home_improvement,Source Verified,0
57766.01,24,12.7,175753.02,20.29,774,15.5,26,2,OWN,home_improvement,Not Verified,0
78053.8,36,25.94,128512.35,6.47,380,6.8,11,3,RENT,debt_consolidation,Verified,1
94752.74,24,20.36,150956.56,15.74,761,17.4,8,1,RENT,debt_consolidation,Verified,0
85716.5,36,19.53,40728.04,50.33,309,17.4,22,0,OWN,other,Source Verified,1
28498.07,60,11.34,125862.69,1.94,655,6.2,3,1,MORTGAGE,home_improvement,Verified,0
47801.69,60,23.91,140053.83,31.21,539,23.9,28,0,MORTGAGE,home_improvement,Source Verified,0
17270.14,24,7.04,56128.31,34.03,410,18.9,19,0,RENT,car,Verified,0
95634.85,60,28.11,178427.85,33.67,359,9.5,12,0,RENT,debt_consolidation,Verified,0
62586.59,24,13.15,55099.41,28.52,542,7.0,6,0,RENT,other,Source Verified,0
26721.07,60,8.19,76425.92,47.44,368,26.4,28,0,MORTGAGE,car,Source Verified,0
68811.57,60,16.06,131700.23,8.01,568,25.1,23,0,MORTGAGE,car,Verified,0
63722.18,24,6.06,134903.01,18.63,644,6.9,8,1,RENT,debt_consolidation,Verified,0
39025.46,48,22.12,145889.25,36.94,755,1.1,5,9,MORTGAGE,home_improvement,Source Verified,0
15787.97,60,27.57,40162.11,41.46,673,24.1,10,0,MORTGAGE,debt_consolidation,Not Verified,0
68799.45,36,25.93,172903.6,24.25,336,18.5,22,1,RENT,home_improvement,Not Verified,1
54429.23,48,8.18,115912.48,52.52,469,3.0,16,0,OWN,car,Verified,0
78370.25,24,8.16,104837.92,24.93,458,17.6,12,4,RENT,debt_consolidation,Source Verified,1
54415.53,48,25.34,196597.57,24.17,803,13.6,17,0,OWN,home_improvement,Verified,0
85957.24,12,28.11,153268.09,2.17,777,23.2,6,3,OWN,debt_consolidation,Source Verified,0
57431.15,12,16.52,41241.08,33.07,504,6.3,9,0,MORTGAGE,car,Not Verified,0
58289.11,60,17.47,156177.05,42.52,339,13.6,10,2,RENT,home_improvement,Source Verified,0
88282.09,60,12.96,37144.81,6.87,792,4.7,20,0,OWN,debt_consolidation,Source Verified,0
43330.87,36,27.36,24944.7,18.33,789,28.7,14,0,MORTGAGE,debt_consolidation,Verified,0
17731.45,48,21.12,92652.66,46.88,770,23.4,14,0,RENT,other,Not Verified,0
7734.35,12,12.21,198844.07,21.96,765,22.1,26,0,RENT,home_improvement,Source Verified,0
76738.04,60,12.47,51479.11,14.5,564,20.7,29,3,RENT,debt_consolidation,Source Verified,0
63929.41,48,27.28,141075.98,40.33,398,12.7,17,1,RENT,debt_consolidation,Source Verified,1
71887.58,60,5.34,51211.29,11.81,563,27.7,30,0,RENT,debt_consolidation,Verified,0
25231.6,60,13.07,150461.66,53.74,572,2.2,27,6,MORTGAGE,car,Not Verified,0
17955.29,12,18.86,110963.66,6.34,569,24.1,25,1,RENT,car,Verified,0
6381.74,12,8.71,142394.91,42.39,596,6.5,16,6,MORTGAGE,debt_consolidation,Source Verified,0
38305.82,60,7.3,56517.17,29.97,442,9.7,4,0,OWN,debt_consolidation,Source Verified,0
61042.18,24,25.38,154213.1,52.2,501,15.6,2,4,MORTGAGE,debt_consolidation,Verified,1
42263.18,60,27.36,199211.43,7.57,539,23.5,16,0,MORTGAGE,other,Verified,0
46560.12,60,25.59,139817.09,40.67,372,25.2,1,1,MORTGAGE,home_improvement,Source Verified,1
90895.08,36,27.47,108826.4,34.32,550,17.5,3,0,RENT,car,Verified,0
38084.27,36,18.83,186171.32,28.81,746,12.1,23,1,MORTGAGE,car,Verified,0
