loan_amount,loan_term,interest_rate,annual_income,debt_to_income_ratio,credit_score,employment_length,num_credit_lines,num_derogatory_marks,home_ownership,loan_purpose,verification_status,default,monthly_payment,debt_burden,credit_utilization_risk,loan_to_income,payment_to_income,risk_score_raw
60447.33,60,8.05,33792.03,51.02,335,13.2,3,0,MORTGAGE,debt_consolidation,Verified,1,1227.100864745673,143672.44755,0.9363636363636364,1.7888043423256905,0.4357598634041245,0.5960865924010185
12384.79,48,22.53,139525.95,13.78,359,7.6,2,6,RENT,debt_consolidation,Verified,1,393.7683908182193,160222.29925,0.8927272727272727,0.08876334473981363,0.03386624989701652,0.5633778371109137
97567.51,60,7.84,62760.8,14.38,658,22.4,30,1,OWN,home_improvement,Source Verified,0,1970.8546710470835,75208.35866666668,0.3490909090909091,1.5545931536882893,0.3768316537164122,0.2511416502201261
98690.02,12,29.92,108070.27,22.36,472,19.0,4,0,RENT,debt_consolidation,Source Verified,0,9617.12337131092,201370.93643333332,0.6872727272727273,0.9132023080908376,1.0678744529437285,0.5333921212121212
71325.36,12,9.59,71496.19,13.82,491,23.2,27,2,OWN,home_improvement,Verified,0,6257.039619123042,82339.77881666667,0.6527272727272727,0.9976106419097297,1.0501884845818568,0.44439787878787884
55929.15,48,19.85,150098.36,33.66,568,9.7,19,0,MORTGAGE,debt_consolidation,Source Verified,0,1697.477690242061,421025.89979999996,0.5127272727272727,0.3726166628336246,0.13570922615613346,0.39267546807015874
34405.12,36,15.28,190155.27,8.07,838,22.2,11,0,MORTGAGE,debt_consolidation,Source Verified,0,1197.3877208045,127879.419075,0.021818181818181848,0.18093171964153296,0.0755627369657123,0.08993763733293487
82310.53,60,8.16,185073.82,19.21,831,25.9,5,1,RENT,debt_consolidation,Source Verified,0,1675.2706892838864,296272.3401833333,0.034545454545454546,0.4447443187804736,0.10862286341421297,0.13563486209899706
70049.46,24,5.7,125016.72,54.81,529,10.4,29,2,RENT,debt_consolidation,Verified,1,3095.174289122557,571013.8686,0.5836363636363636,0.5603207314989548,0.29709699206210727,0.505157426478938
20448.61,48,20.57,103269.85,24.55,446,10.2,24,0,MORTGAGE,car,Source Verified,0,628.4855902368774,211272.90145833336,0.7345454545454546,0.19801142346967676,0.07303028989431601,0.42896560474700735
91538.08,24,25.17,167294.09,44.89,466,27.0,10,3,RENT,home_improvement,Verified,1,4893.337719417251,625819.3083416667,0.6981818181818182,0.5471686417613437,0.3509989661500117,0.6071851996453042
83141.04,48,26.05,142998.75,6.81,448,1.5,24,0,MORTGAGE,other,Not Verified,0,2805.6312504504044,81151.790625,0.730909090909091,0.5814109563894789,0.23543964548924276,0.3919371463671061
95230.99,36,17.07,53041.54,14.85,593,10.5,27,0,RENT,debt_consolidation,Not Verified,0,3398.5631116472646,65638.90574999999,0.4672727272727273,1.7954039418915817,0.7688833570776259,0.35058879025321715
73943.35,36,24.44,167765.46,48.44,634,3.6,23,10,RENT,car,Verified,1,2918.1187548511925,677213.2402,0.3927272727272727,0.44075431259807596,0.20872845374855056,0.6379207241627338
63274.44,36,21.82,97199.19,45.78,569,0.9,8,1,MORTGAGE,home_improvement,Verified,1,2410.5914370361684,370814.90985,0.510909090909091,0.6509770297468528,0.2976063611685861,0.48660881793504046
44733.09,36,23.11,54017.42,23.17,524,3.4,13,2,RENT,debt_consolidation,Verified,1,1734.171156028808,104298.63511666667,0.5927272727272728,0.8281234090780344,0.3852470901488019,0.4549609211360923
93609.21,12,17.31,70723.52,57.26,416,12.9,29,2,RENT,car,Source Verified,1,8551.382262662519,337469.06293333333,0.7890909090909091,1.3235937634325894,1.4509541825965424,0.7040051515151514
87276.07,12,20.84,68154.87,54.64,565,20.6,5,4,MORTGAGE,car,Not Verified,0,8119.903805989759,310331.8414,0.5181818181818182,1.2805551532854513,1.4296681318866447,0.652390303030303
9295.77,60,25.14,113457.26,57.74,488,8.7,26,0,MORTGAGE,home_improvement,Verified,1,273.6066471839034,545918.5160333334,0.6581818181818182,0.08193190986632323,0.028938472215941417,0.5544008169185638
7504.86,24,14.95,62186.62,25.67,598,25.5,26,0,MORTGAGE,home_improvement,Not Verified,0,363.70724730163545,133027.54461666668,0.45818181818181813,0.12068287358277391,0.07018369815917999,0.3141403395128877
40764.02,48,25.15,42241.97,11.85,671,13.1,27,2,MORTGAGE,debt_consolidation,Source Verified,0,1355.0304537137051,41713.945375,0.32545454545454544,0.9650122851751468,0.3849338807959113,0.322377478988682
82002.57,48,19.8,42264.35,37.6,648,29.0,12,1,RENT,debt_consolidation,Not Verified,1,2486.6381617791735,132428.29666666666,0.3672727272727273,1.940230241326319,0.7060242956853727,0.4350145507806586
98791.23,12,9.15,124989.72,41.09,554,28.6,27,1,RENT,home_improvement,Not Verified,0,8646.31232949183,427985.6329,0.5381818181818182,0.790394842071812,0.8301142522273188,0.47918339491970163
19289.6,48,5.62,152256.67,7.53,606,23.2,13,0,RENT,other,Not Verified,0,449.6637829400797,95541.06042500002,0.4436363636363636,0.12669132984453157,0.03543992782241301,0.19267172005496858
61442.42,12,14.07,77875.94,47.19,457,28.0,22,0,MORTGAGE,debt_consolidation,Source Verified,0,5518.761680857165,306247.13405,0.7145454545454546,0.7889782132966869,0.8503928192749388,0.5680351910184029
41184.63,60,18.67,26237.13,1.08,313,21.2,8,1,RENT,debt_consolidation,Not Verified,0,1060.8876837299078,2361.3417000000004,0.9763636363636363,1.5697078910688782,0.48521512089008567,0.4694287848162813
97141.87,24,26.0,42900.48,28.96,644,26.9,15,0,OWN,home_improvement,Verified,0,5233.476180426161,103533.15840000001,0.3745454545454545,2.2643539186507935,1.4638930418753804,0.4357575757575758
85001.3,60,8.19,184645.02,19.86,439,7.1,13,0,MORTGAGE,car,Not Verified,0,1731.2595033982393,305587.5081,0.7472727272727273,0.460349810679974,0.11251380644210644,0.36830683518966517
84641.23,36,25.01,108837.86,44.42,668,10.4,1,0,RENT,car,Source Verified,0,3365.7682419284206,402881.47843333334,0.33090909090909093,0.777681865483206,0.3710953054676107,0.4180510456982763
49525.85,36,26.58,101643.11,18.77,711,22.6,22,0,RENT,debt_consolidation,Source Verified,0,2010.760601679916,158986.76455833332,0.2527272727272727,0.4872524069757409,0.23739068216388687,0.27672194700426744
44407.85,36,8.77,26848.85,49.61,804,12.7,6,2,RENT,home_improvement,Not Verified,0,1407.4089242189325,110997.62070833333,0.08363636363636362,1.6539944913841749,0.629036517043642,0.3539647123104248
30973.67,60,26.29,151154.66,35.7,827,25.1,11,2,RENT,home_improvement,Not Verified,0,932.6913379081415,449685.11350000004,0.041818181818181865,0.20491376183837134,0.07404532585960431,0.29595089622232407
10355.67,48,29.79,115052.25,47.63,306,26.3,13,0,RENT,home_improvement,Not Verified,1,371.60242440527634,456661.55562500004,0.9890909090909091,0.09000840922276618,0.03875829540807169,0.6476759810559587
87148.63,24,23.17,56374.57,59.36,845,9.0,21,0,OWN,home_improvement,Verified,1,4571.620567428183,278866.20626666665,0.009090909090909038,1.5458854941155207,0.973123995608981,0.4205075510760496
82225.6,36,24.62,39813.28,40.75,676,24.7,20,1,OWN,car,Not Verified,0,3252.7727678020574,135199.26333333334,0.3163636363636364,2.06528073044974,0.9804083766427858,0.477039777058218
99973.18,36,29.86,89009.82,59.1,654,4.6,1,0,RENT,car,Not Verified,1,4236.356741394428,438373.36350000004,0.3563636363636363,1.123170229981366,0.5711311504363579,0.5275303877709085
99680.5,36,20.14,170689.15,1.73,308,10.0,11,2,RENT,home_improvement,Source Verified,0,3711.5989834539796,24607.685791666667,0.9854545454545455,0.5839884960467611,0.26093742807581943,0.47877116705000616
57766.01,24,12.7,175753.02,20.29,774,15.5,26,2,OWN,home_improvement,Not Verified,0,2738.1685242233902,297169.06464999996,0.13818181818181818,0.3286771971258304,0.18695566250116605,0.22240086928041963
78053.8,36,25.94,128512.35,6.47,380,6.8,11,3,RENT,debt_consolidation,Verified,1,3142.341824749682,69289.575375,0.8545454545454545,0.6073641949586946,0.2934200634958133,0.4991512487738237
94752.74,24,20.36,150956.56,15.74,761,17.4,8,1,RENT,debt_consolidation,Verified,0,4839.196934285341,198004.68786666667,0.16181818181818186,0.6276821623386225,0.3846826081054317,0.24212795778024016
85716.5,36,19.53,40728.04,50.33,309,17.4,22,0,OWN,other,Source Verified,1,3165.0422601703767,170820.18776666667,0.9836363636363636,2.1046065560729166,0.9325395261359132,0.705355013219652
28498.07,60,11.34,125862.69,1.94,655,6.2,3,1,MORTGAGE,home_improvement,Verified,0,624.4601957857777,20347.80155,0.3545454545454545,0.22642190469630039,0.059537281059457194,0.18348797053018814
47801.69,60,23.91,140053.83,31.21,539,23.9,28,0,MORTGAGE,home_improvement,Source Verified,0,1372.661385418889,364256.669525,0.5654545454545454,0.34130940938923277,0.11761146856909711,0.41535190443266723
17270.14,24,7.04,56128.31,34.03,410,18.9,19,0,RENT,car,Verified,0,773.5419179703825,159170.53244166667,0.8,0.30769036160183694,0.16538005537035752,0.44648967220370245
95634.85,60,28.11,178427.85,33.67,359,9.5,12,0,RENT,debt_consolidation,Verified,0,2984.019203644447,500638.8091250001,0.8927272727272727,0.535986114275322,0.20068745122318832,0.5652549572435309
62586.59,24,13.15,55099.41,28.52,542,7.0,6,0,RENT,other,Source Verified,0,2979.892065942383,130952.9311,0.56,1.1358849396028015,0.648985257579139,0.41233185909124725
26721.07,60,8.19,76425.92,47.44,368,26.4,28,0,MORTGAGE,car,Source Verified,0,544.2399866645521,302137.1370666667,0.8763636363636363,0.3496336059807981,0.08545372878696947,0.5256993122726363
68811.57,60,16.06,131700.23,8.01,568,25.1,23,0,MORTGAGE,car,Verified,0,1675.5581901154887,87909.90352500002,0.5127272727272727,0.5224863312691254,0.15267018350222974,0.2723365638047684
63722.18,24,6.06,134903.01,18.63,644,6.9,8,1,RENT,debt_consolidation,Verified,0,2825.9289950082457,209436.923025,0.3745454545454545,0.4723555093396359,0.2513742869050805,0.2580933377814171
39025.46,48,22.12,145889.25,36.94,755,1.1,5,9,MORTGAGE,home_improvement,Source Verified,0,1232.0829949230722,449095.74124999996,0.17272727272727273,0.2675005869178161,0.1013439711224567,0.47298560923345784
15787.97,60,27.57,40162.11,41.46,673,24.1,10,0,MORTGAGE,debt_consolidation,Not Verified,0,487.4839347277606,138760.09005,0.3218181818181818,0.3931060892966032,0.14565487761308174,0.3902318513976718
68799.45,36,25.93,172903.6,24.25,336,18.5,22,1,RENT,home_improvement,Not Verified,1,2769.407720255265,349409.35833333334,0.9345454545454546,0.3979064056503161,0.19220474670893595,0.5510730504284694
54429.23,48,8.18,115912.48,52.52,469,3.0,16,0,OWN,car,Verified,0,1333.3802197433977,507310.28746666666,0.6927272727272727,0.46957178381482306,0.13804003362641168,0.48781188215051996
78370.25,24,8.16,104837.92,24.93,458,17.6,12,4,RENT,debt_consolidation,Source Verified,1,3550.195812273483,217800.7788,0.7127272727272727,0.7475372460651643,0.40636393537073034,0.48660593899161847
54415.53,48,25.34,196597.57,24.17,803,13.6,17,0,OWN,home_improvement,Verified,0,1814.597014560381,395980.2722416667,0.08545454545454545,0.2767863814389974,0.11076008810650391,0.22305343305307468
85957.24,12,28.11,153268.09,2.17,777,23.2,6,3,OWN,debt_consolidation,Source Verified,0,8300.015102005964,27715.97960833333,0.1327272727272727,0.560829328531464,0.6498429074445409,0.2729205028656662
57431.15,12,16.52,41241.08,33.07,504,6.3,9,0,MORTGAGE,car,Not Verified,0,5224.920318998691,113653.54296666668,0.6290909090909091,1.392571436053566,1.5203055746353948,0.5040534848484849
58289.11,60,17.47,156177.05,42.52,339,13.6,10,2,RENT,home_improvement,Source Verified,0,1463.4058674132025,553387.3471666666,0.9290909090909091,0.3732245550802759,0.11244206756984097,0.603472691605469
88282.09,60,12.96,37144.81,6.87,792,4.7,20,0,OWN,debt_consolidation,Source Verified,0,2006.8816062021665,21265.403725,0.10545454545454547,2.3767005403985104,0.6483430464289897,0.16220839555198988
43330.87,36,27.36,24944.7,18.33,789,28.7,14,0,MORTGAGE,debt_consolidation,Verified,0,1777.3714146585671,38103.02925,0.11090909090909096,1.7370772147991358,0.8550296045213134,0.2901361422703132
17731.45,48,21.12,92652.66,46.88,770,23.4,14,0,RENT,other,Not Verified,0,550.2117700531173,361963.05840000004,0.1454545454545455,0.1913755093485713,0.0712612162525869,0.3178485458676829
7734.35,12,12.21,198844.07,21.96,765,22.1,26,0,RENT,home_improvement,Source Verified,0,687.9476816725811,363884.64810000005,0.15454545454545454,0.03889655849430159,0.04151681355179952,0.17858259044608904
76738.04,60,12.47,51479.11,14.5,564,20.7,29,3,RENT,debt_consolidation,Source Verified,0,1725.2769785706573,62203.92458333333,0.52,1.4906636886302034,0.40216941867969136,0.37251360853463583
63929.41,48,27.28,141075.98,40.33,398,12.7,17,1,RENT,debt_consolidation,Source Verified,1,2201.8180886837636,474132.8561166667,0.8218181818181818,0.4531558809657037,0.18728785059090258,0.5835268153621205
71887.58,60,5.34,51211.29,11.81,563,27.7,30,0,RENT,debt_consolidation,Verified,0,1367.833649311628,50400.444575,0.5218181818181817,1.4037447601886224,0.32051533542192623,0.26525623051188957
25231.6,60,13.07,150461.66,53.74,572,2.2,27,6,MORTGAGE,car,Not Verified,0,575.0009841603,673817.4673666666,0.5054545454545454,0.16769454756779897,0.04585893715331601,0.5576916512910891
17955.29,12,18.86,110963.66,6.34,569,24.1,25,1,RENT,car,Verified,0,1653.4986237336668,58625.80036666666,0.510909090909091,0.1618123446901445,0.1788151497959242,0.29855636346444087
6381.74,12,8.71,142394.91,42.39,596,6.5,16,6,MORTGAGE,debt_consolidation,Source Verified,0,557.2347269926087,503010.01957500004,0.4618181818181818,0.04481719185046713,0.04695966115580468,0.4777973297519441
38305.82,60,7.3,56517.17,29.97,442,9.7,4,0,OWN,debt_consolidation,Source Verified,0,763.9346867827019,141151.632075,0.7418181818181818,0.6777731439843856,0.162202322610853,0.40993159589744893
61042.18,24,25.38,154213.1,52.2,501,15.6,2,4,MORTGAGE,debt_consolidation,Verified,1,3269.5637950947043,670826.985,0.6345454545454545,0.39583005594206977,0.25441914818609085,0.6265528239095182
42263.18,60,27.36,199211.43,7.57,539,23.5,16,0,MORTGAGE,other,Verified,0,1299.6291296720642,125669.210425,0.5654545454545454,0.21215238503132075,0.07828641938901182,0.3267193995146588
46560.12,60,25.59,139817.09,40.67,372,25.2,1,1,MORTGAGE,home_improvement,Source Verified,1,1382.7528819344602,473863.42085833335,0.8690909090909091,0.33300735982990354,0.11867672673786533,0.587867824188938
90895.08,36,27.47,108826.4,34.32,550,17.5,3,0,RENT,car,Verified,0,3733.7681918873923,311243.504,0.5454545454545454,0.8352300544720767,0.41171276733080125,0.464960367642171
38084.27,36,18.83,186171.32,28.81,746,12.1,23,1,MORTGAGE,car,Verified,0,1392.746532808899,446966.31076666666,0.1890909090909091,0.20456571935999593,0.08977192831692223,0.27052067768017707
53829.0,36,25.31,22853.33,29.48,755,28.4,11,1,MORTGAGE,other,Verified,0,2149.06708719623,56143.01403333334,0.17272727272727273,2.355411662107885,1.128448460086769,0.38452787878787875
79447.04,24,14.6,151386.23,43.32,526,7.4,16,0,MORTGAGE,other,Not Verified,0,3837.039235448765,546504.2903000001,0.5890909090909091,0.5247970043246337,0.3041523051692692,0.4554970486987451
42671.56,24,21.66,179974.37,56.26,585,24.1,26,10,OWN,debt_consolidation,Not Verified,1,2206.5636894331037,843779.8380166666,0.4818181818181818,0.23709798234048549,0.14712519495524415,0.6844055497985548
64098.24,60,29.72,31101.43,5.48,319,18.4,18,6,OWN,other,Not Verified,1,2062.785286421903,14202.98636666667,0.9654545454545455,2.06094189238244,0.7958934183110821,0.6592117660735324
86924.55,36,10.64,101011.55,1.17,671,11.3,15,6,RENT,other,Source Verified,0,2831.002001542202,9848.626125,0.32545454545454544,0.8605407005436507,0.3363182132984438,0.29497591223893527
95204.46,24,14.75,56849.5,48.34,523,0.0,9,6,OWN,debt_consolidation,Source Verified,1,4604.844912379239,229008.73583333334,0.5945454545454545,1.674675414911301,0.9720074749742895,0.6657083232550047
18971.98,12,17.0,121973.27,6.49,545,13.4,12,2,MORTGAGE,car,Verified,0,1730.334732335921,65967.21019166667,0.5545454545454546,0.15554211180859542,0.17023415694300112,0.32615599145187585
93025.82,60,8.45,136917.73,59.2,781,8.3,29,7,MORTGAGE,car,Verified,0,1906.326187264992,675460.8013333335,0.12545454545454549,0.6794285882478478,0.16707780830999683,0.46108353840675725
51751.05,48,7.03,74472.17,37.16,554,3.1,27,3,RENT,car,Not Verified,0,1239.963728710579,230615.48643333328,0.5381818181818182,0.6949045529356805,0.19980033809310174,0.43129700350627986
29533.22,60,25.74,102796.7,39.05,312,2.3,18,0,RENT,debt_consolidation,Not Verified,1,879.6983073073995,334517.5945833333,0.9781818181818182,0.28729735487617797,0.10269181488986315,0.5983011511859561
48617.9,48,29.42,70281.11,11.93,425,10.4,5,2,RENT,home_improvement,Not Verified,0,1734.1734117704812,69871.13685833332,0.7727272727272727,0.6917634055580512,0.29609778418761135,0.4874526572066399
98103.09,36,15.12,86490.41,14.42,562,18.4,24,4,RENT,debt_consolidation,Source Verified,0,3406.5436509062497,103932.64268333332,0.5236363636363637,1.134265521460703,0.4726364901134703,0.4110997096174077
51798.72,48,7.19,48717.19,39.56,533,25.1,29,2,RENT,car,Not Verified,0,1244.956009236905,160604.33636666668,0.5763636363636364,1.0632534429838831,0.30665709805600155,0.4459863158662062
36231.4,36,6.65,179400.7,54.58,773,5.5,29,0,MORTGAGE,other,Not Verified,0,1112.9316212642577,815974.1838333333,0.14,0.20195796337472485,0.07444329623669858,0.2904609962903365
65173.08,12,27.28,21801.87,58.94,598,12.7,28,0,RENT,home_improvement,Verified,1,6266.657060210025,107083.51815,0.45818181818181813,2.989334401131646,3.4492401212611714,0.5950669696969696
27813.83,48,16.6,178833.65,11.88,679,11.8,26,2,MORTGAGE,home_improvement,Verified,0,796.8248515091875,177045.31350000002,0.3109090909090909,0.1555290629028709,0.05346811530218306,0.25006499334840016
12207.02,60,13.0,122902.2,8.05,558,15.4,8,5,RENT,car,Source Verified,0,277.74721771230503,82446.8925,0.5309090909090909,0.09932303896919666,0.02711885232768543,0.354071733717617
17243.57,36,16.91,79698.41,3.38,542,24.3,3,0,MORTGAGE,debt_consolidation,Verified,0,614.0082138708274,22448.38548333333,0.56,0.21636027619622522,0.09244975610492014,0.2669683089438254
17164.35,60,12.96,150150.28,52.1,545,16.6,2,0,RENT,home_improvement,Not Verified,0,390.19033529242625,651902.4656666667,0.5545454545454546,0.11431447214084449,0.031183984628660802,0.4461326408871085
19430.76,24,17.23,111395.39,17.68,526,25.4,25,0,RENT,car,Verified,0,962.8495230857399,164122.54126666667,0.5890909090909091,0.17443055767388577,0.10372237376276412,0.33914072222476127
18188.58,36,26.49,109839.56,0.11,596,15.6,19,1,OWN,debt_consolidation,Source Verified,0,737.5850864792233,1006.8626333333333,0.4618181818181818,0.16559225109787404,0.08058135919108451,0.2761128328888054
65883.1,48,19.81,39825.61,13.43,438,18.1,8,0,RENT,debt_consolidation,Source Verified,1,1998.1832484657166,44571.49519166667,0.749090909090909,1.6542897899115672,0.6020798923503896,0.4375881407501904
22278.61,36,22.37,90112.88,20.43,790,13.1,2,1,RENT,car,Source Verified,0,855.1005278386908,153417.1782,0.10909090909090913,0.24723002971384334,0.11387058469404474,0.22417387665122265
37838.39,60,14.12,63391.58,59.46,483,24.7,19,6,MORTGAGE,debt_consolidation,Verified,0,882.788940652554,314105.2789,0.6672727272727272,0.5968993042924627,0.16711158308139104,0.6544866128535936
90194.9,12,23.46,22825.26,31.41,381,27.7,1,1,RENT,other,Not Verified,1,8505.240392669568,59745.11805,0.8527272727272728,3.951538777652478,4.471488373496505,0.6231695454545455
50026.36,36,21.67,84817.93,12.28,353,19.2,30,0,RENT,debt_consolidation,Verified,1,1901.9994896359988,86797.01503333331,0.9036363636363637,0.5898087821761272,0.26909397430038656,0.46102879136943264
68417.99,48,7.99,36167.98,20.09,307,24.6,27,4,MORTGAGE,debt_consolidation,Not Verified,1,1669.9619396476671,60551.22651666667,0.9872727272727273,1.891672965977088,0.5540686340727905,0.576620651286067
21370.39,24,19.32,66229.41,19.82,533,1.8,22,1,RENT,home_improvement,Not Verified,0,1080.577237657346,109388.90885,0.5763636363636364,0.3226722086154776,0.19578804721177723,0.3811694107817838
23267.46,12,11.42,36652.99,1.18,403,27.2,13,0,RENT,home_improvement,Verified,0,2060.977807588141,3604.210683333333,0.8127272727272727,0.634803872753628,0.6747535109975392,0.38252656322096606
8882.52,24,25.1,38169.49,8.11,312,5.7,23,1,MORTGAGE,home_improvement,Not Verified,0,474.51938117747966,25796.21365833333,0.9781818181818182,0.2327125670267012,0.14918283095031545,0.4914735861253346
21048.83,36,15.65,55822.03,41.71,586,7.7,20,1,RENT,home_improvement,Source Verified,0,736.3824093967371,194028.07260833334,0.48,0.3770703071887569,0.15829931145035114,0.4202215978117018
31466.08,60,29.87,199972.86,7.22,674,1.6,17,3,MORTGAGE,home_improvement,Source Verified,0,1015.5233867872556,120317.00409999998,0.31999999999999995,0.1573517526328323,0.060939672720823554,0.30765730060541563
21816.0,60,7.31,20393.15,13.84,347,29.0,3,4,MORTGAGE,home_improvement,Source Verified,0,435.1808470666231,23520.099666666665,0.9145454545454546,1.069770977019244,0.25607471944253224,0.49260504770182895
13426.74,48,24.51,134961.07,21.04,554,25.6,9,0,MORTGAGE,debt_consolidation,Source Verified,0,441.53057930164806,236631.74273333335,0.5381818181818182,0.09948602215438866,0.039258483588043395,0.35799615138910734
16460.41,60,21.84,45423.87,45.46,709,27.4,5,0,MORTGAGE,debt_consolidation,Verified,0,453.12246600207743,172080.76085000002,0.25636363636363635,0.36237357142841414,0.11970511521860486,0.3584744509157999
48773.98,12,24.19,185713.06,34.94,842,25.4,6,0,OWN,debt_consolidation,Not Verified,0,4616.533758043718,540734.5263666667,0.014545454545454528,0.2626308564405756,0.2983010731529846,0.2572643497395409
24601.7,60,12.69,36853.92,41.34,667,14.4,4,2,RENT,debt_consolidation,Source Verified,1,555.8679347653326,126961.75439999999,0.33272727272727276,0.6675463559914386,0.18099608446493592,0.37756415390103915
39605.64,48,17.3,191911.37,34.02,435,27.7,17,2,MORTGAGE,debt_consolidation,Verified,0,1148.9788442620243,544068.73395,0.7545454545454545,0.20637464054370516,0.0718443421624487,0.502225343307154
52824.64,36,24.91,129966.75,41.02,694,29.1,30,0,RENT,debt_consolidation,Not Verified,0,2097.7848611009285,444269.67375,0.2836363636363637,0.40644734133922716,0.19369121974051934,0.36919851591344593
70587.51,36,10.81,20228.25,0.17,629,15.1,21,0,MORTGAGE,other,Not Verified,0,2304.598442851124,286.56687500000004,0.40181818181818185,3.4895509992213856,1.3671563933713242,0.264584696969697
8734.65,60,10.65,180921.3,55.85,416,5.3,21,5,MORTGAGE,debt_consolidation,Source Verified,1,188.3913977924284,842037.88375,0.7890909090909091,0.04827872671708638,0.012495470536134446,0.6327396985687649
80943.99,24,18.78,113908.12,6.66,768,19.8,21,4,MORTGAGE,debt_consolidation,Verified,0,4071.6279507550084,63219.0066,0.14909090909090905,0.7106077248926592,0.42893812494719524,0.2579456306765377
64650.54,36,18.09,67280.55,24.37,535,29.3,16,0,RENT,car,Source Verified,0,2340.191799399976,136635.583625,0.5727272727272728,0.9609098023128526,0.4173910824569613,0.39609532036690825
12767.11,60,12.06,158110.25,46.26,829,26.2,16,2,OWN,debt_consolidation,Verified,0,284.3845605275657,609515.01375,0.038181818181818206,0.08074814883918026,0.02158376655739137,0.27651201301937556
87989.97,48,12.45,186799.8,26.11,698,25.9,22,1,RENT,debt_consolidation,Source Verified,0,2336.602028328965,406445.2315,0.27636363636363637,0.4710388876219354,0.15010307473534543,0.27032924686747395
92482.88,60,11.95,107064.35,56.81,655,28.0,11,0,RENT,debt_consolidation,Not Verified,0,2054.894617435287,506860.47695833334,0.3545454545454545,0.8638064864728549,0.2303169580651584,0.41163093823075825
10802.41,36,24.29,76799.63,28.06,701,26.8,2,0,MORTGAGE,debt_consolidation,Verified,0,425.4559448081098,179583.1348166667,0.2709090909090909,0.14065705785301308,0.0664778116469743,0.2955426296495459
31303.38,48,21.3,162010.12,52.5,563,23.3,17,0,MORTGAGE,debt_consolidation,Verified,0,974.389115568185,708794.2749999999,0.5218181818181817,0.19321867053737138,0.07217246297217866,0.4738036099335815
81589.12,60,25.81,142721.39,48.65,578,21.5,15,0,MORTGAGE,debt_consolidation,Not Verified,0,2433.6475847928928,578616.3019583334,0.4945454545454545,0.5716670780742815,0.20462084217029214,0.4795013266412716
76084.67,12,29.39,179975.45,58.86,768,7.9,18,1,RENT,other,Verified,0,7394.465197645527,882779.58225,0.14909090909090905,0.4227502695506526,0.4930315905405227,0.46429497723587043
22529.5,48,16.85,144652.52,55.59,675,18.6,29,0,OWN,debt_consolidation,Verified,0,648.3425966773167,670102.7988999999,0.31818181818181823,0.15574910136373704,0.05378482974322052,0.39576711933795844
24888.19,12,6.67,63835.1,53.89,793,15.6,10,0,RENT,debt_consolidation,Source Verified,0,2149.7097088393707,286672.79491666664,0.10363636363636364,0.3898825254444655,0.4041117896905065,0.3079055729084446
40194.85,24,6.2,187698.66,43.9,790,25.9,6,1,RENT,home_improvement,Not Verified,0,1785.084813637629,686664.2644999999,0.10909090909090913,0.21414564174299378,0.11412451087105016,0.2573109359355899
51029.68,48,12.39,38870.43,22.02,837,14.8,21,0,RENT,debt_consolidation,Not Verified,0,1353.5994316567026,71327.23905,0.023636363636363678,1.312814908402094,0.4178804602851173,0.171370773301239
63734.2,12,28.31,68229.7,6.37,685,3.8,16,2,RENT,debt_consolidation,Not Verified,0,6160.402405798891,36218.599083333334,0.30000000000000004,0.9341122707559905,1.0834699385983917,0.36478166666666667
40046.8,36,18.08,113635.03,41.32,576,0.1,5,0,RENT,car,Source Verified,0,1449.3954159324435,391283.28663333337,0.49818181818181817,0.35241597595389385,0.15305795221059318,0.4141560982513623
48940.8,36,11.79,121833.56,58.72,391,20.3,12,1,RENT,other,Not Verified,0,1620.6304957069217,596172.2202666666,0.8345454545454545,0.40170212542422634,0.15962404733542268,0.599879980491118
76009.74,24,14.98,22755.91,43.6,688,16.5,28,6,MORTGAGE,car,Verified,1,3684.735285622606,82679.80633333333,0.29454545454545455,3.3402197495068315,1.9430918573448073,0.5446775757575758
8484.9,48,19.96,160503.09,55.72,460,9.9,6,0,RENT,debt_consolidation,Verified,1,258.0177876228386,745269.3478999999,0.7090909090909091,0.05286440279747885,0.01929067815126839,0.5421175526636116
28981.51,48,21.32,85089.32,48.26,456,5.1,14,1,MORTGAGE,other,Verified,1,902.4282836193214,342200.88193333335,0.7163636363636363,0.34060102960042454,0.1272679039323837,0.5498173964538443
72768.21,48,8.85,93155.34,9.79,431,14.0,26,0,RENT,debt_consolidation,Verified,0,1805.6615026323193,75999.23154999998,0.7618181818181818,0.7811490999871828,0.23260006384591406,0.3460880366876217
90044.65,24,29.43,165686.52,14.95,781,3.0,23,3,RENT,debt_consolidation,Verified,0,5008.268454379565,206417.78949999998,0.12545454545454549,0.5434639462522358,0.36272849144610425,0.30019360672036804
53609.36,48,18.62,88271.01,20.51,777,10.1,16,3,RENT,home_improvement,Source Verified,0,1592.1962438232463,150869.867925,0.1327272727272727,0.6073269128788716,0.21645107409418965,0.26803798619729774
55550.78,36,8.39,28500.48,10.1,647,11.4,25,0,MORTGAGE,car,Source Verified,0,1750.7712544260135,23987.904,0.36909090909090914,1.9491173481990478,0.7371544287363638,0.25854059438878796
15181.34,12,27.34,51759.16,34.9,560,14.0,7,1,RENT,debt_consolidation,Verified,0,1460.1924826021773,150532.89033333334,0.5272727272727273,0.2933073102422837,0.3385354358769757,0.47317566479981876
